material_a,material_b,ground_truth,reason,critical_conflict,category
CPI-CFL-11733,CPI-B-29979948,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
AHM-CBL-87537,AHM-B-595F95F0,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
BUS-INS-97422,BUS-B-6FBDB006,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-PIP-25024,AHM-B-D3485DF9,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
BUS-ELC-46499,BUS-B-85D13171,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
BUS-DUP-93342,BUS-B-90C302B9,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
GME-FLG-60213,GME-B-8AD3DF16,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FLG
CPI-INS-49521,CPI-B-7C9DE46D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
GME-DUP-90611,GME-B-3D3A54DF,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
AHM-CBL-83080,AHM-B-FA39071F,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
AHM-FLG-66370,AHM-B-6A07E888,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FLG
CPI-CBL-55829,CPI-B-1EA82609,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
GME-MTR-41141,GME-B-E089AAB1,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-MTR
GME-PIP-99960,GME-B-35933BBF,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
NEC-INS-68275,NEC-B-5ACCDAB4,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
GME-FLG-36435,GME-B-E6B5BC28,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
AHM-BRG-19180,AHM-B-512370A6,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-78627,AHM-B-FAB007F3,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-PPE-56616,NEC-B-00692E75,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
BUS-DUP-36434,BUS-B-693FE3D8,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
GME-BRG-16528,GME-B-88B2601E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-PMP-28254,GME-B-831B8BB7,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PMP
GME-FLG-52605,GME-B-01B37AC2,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
BUS-INS-90865,BUS-B-CD674A82,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-DUP-76761,AHM-B-FC86566E,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
GME-BRG-54382,GME-B-0D3BA06A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
AHM-CBL-47204,AHM-B-4499BF91,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
NEC-CFL-26103,NEC-B-903812D3,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
NEC-GSK-88003,NEC-B-F03389F8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
GME-INS-65373,GME-B-EFBD2B8C,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
CPI-LUB-66927,CPI-B-6B6B5A2C,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
NEC-BRG-49390,NEC-B-D69D6B6C,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-LUB-91181,GME-B-F97FDE99,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
CPI-FST-16139,CPI-B-8438784D,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
CPI-VLV-19588,CPI-B-FBE49A81,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
CPI-DUP-73055,CPI-B-1EE322A5,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
CPI-BRG-47898,CPI-B-59ABA1CD,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-84946,AHM-B-FC5D2F15,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-38647,AHM-B-E12D6AEC,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-BRG
AHM-LUB-18109,AHM-B-ADE0F448,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
CPI-BRG-74887,CPI-B-BEC35F7F,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-LUB-35774,AHM-B-A5B11429,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
AHM-PIP-84207,AHM-B-7AF67F24,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PIP
NEC-PMP-70928,NEC-B-1C08972B,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PMP
AHM-INS-28618,AHM-B-547C856D,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
CPI-CBL-79971,CPI-B-C8CF370E,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-CBL
BUS-CFL-50617,BUS-B-E4A3921F,NOT_EQUIVALENT,"Same category, critical attribute conflict",material_grade,CAT-PIP
AHM-FST-70566,AHM-B-A9ACFA74,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
GME-FST-78137,GME-B-F063D397,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
CPI-BRG-40622,CPI-B-00160C02,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-INS-72768,GME-B-0D1E719F,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
NEC-MTR-59995,NEC-B-E01E488B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
CPI-DUP-31435,CPI-B-147492E4,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
GME-FST-22725,GME-B-BE221348,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
CPI-VLV-96347,CPI-B-A54AFDFA,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
CPI-MTR-84957,CPI-B-3E82AAA3,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-MTR
BUS-MTR-52521,BUS-B-A67ABA00,NOT_EQUIVALENT,"Same category, critical attribute conflict",voltage,CAT-MTR
NEC-PMP-64116,NEC-B-3E322D49,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
BUS-MTR-65175,BUS-B-7459E032,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
AHM-DUP-61442,AHM-B-47E243ED,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-DUP-71423,NEC-B-BF32E842,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
NEC-BRG-65330,NEC-B-385CC530,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-ELC-67451,BUS-B-2A675768,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
BUS-CFL-10088,BUS-B-2891CB77,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
GME-INS-22605,GME-B-41FFA8B2,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
NEC-MTR-84244,NEC-B-377E147E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
AHM-BRG-54684,AHM-B-FE87E723,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
CPI-PPE-61473,CPI-B-EA182010,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
GME-CBL-36295,GME-B-5047CCAD,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
CPI-INS-62193,CPI-B-B7AE9C88,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
BUS-BRG-37323,BUS-B-AFBB3F00,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
CPI-PMP-89473,CPI-B-26AB15F2,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
AHM-CFL-99614,AHM-B-EE47CD66,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FLG
BUS-FST-63897,BUS-B-F41CC2AC,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
AHM-VLV-20596,AHM-B-760F16FF,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
NEC-LUB-29793,NEC-B-1AA4BCC1,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
AHM-VLV-77804,AHM-B-AF70FAA0,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
BUS-BRG-33520,BUS-B-9AADCE41,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-DUP-80471,BUS-B-AE7D4F02,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-GSK-52133,AHM-B-525DD728,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
GME-DUP-50013,GME-B-C41048DE,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
CPI-GSK-34931,CPI-B-FFCBEDE2,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
NEC-PIP-30822,NEC-B-470706AF,NOT_EQUIVALENT,"Same category, critical attribute conflict",schedule,CAT-PIP
BUS-CBL-84483,BUS-B-95527971,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
AHM-CFL-46427,AHM-B-D4B31A2E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
BUS-PIP-63171,BUS-B-610133E1,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
GME-DUP-60028,GME-B-523EF5E9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
GME-DUP-21845,GME-B-6E654941,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
GME-PIP-42226,GME-B-A327A7D1,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PIP
NEC-CFL-72333,NEC-B-0BB92E09,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
NEC-PMP-53988,NEC-B-C6C99EAB,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
BUS-BRG-92577,BUS-B-D96C1658,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-VLV-55871,GME-B-07D659E5,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-VLV-88994,CPI-B-90117FB7,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
AHM-BRG-31471,AHM-B-F8095AF4,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-ELC-17776,NEC-B-01535526,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
NEC-GSK-89447,NEC-B-73EF0F1E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
AHM-FST-54835,AHM-B-3C4F52C7,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
BUS-FST-51460,BUS-B-B6CB7348,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
BUS-CFL-10371,BUS-B-03926FB3,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
NEC-DUP-50915,NEC-B-5C167E73,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
CPI-GSK-59035,CPI-B-877FBE6B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
CPI-CBL-57696,CPI-B-80A63C4E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
CPI-VLV-10625,CPI-B-11AF8EF8,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
AHM-BRG-82387,AHM-B-9E8FAEBC,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-ELC-30027,GME-B-8F765E2C,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-ELC
AHM-CFL-56874,AHM-B-F0D03B5D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
GME-BRG-40111,GME-B-52DFCC5A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-DUP-17803,BUS-B-688BA4C2,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
BUS-FLG-72676,BUS-B-BC332D6C,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
BUS-PIP-35047,BUS-B-6BEC3230,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PIP
BUS-FST-39019,BUS-B-7C00A009,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
GME-LUB-37567,GME-B-A78DA039,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
GME-ELC-66344,GME-B-07D78B5E,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
GME-BRG-96232,GME-B-AD342A73,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-FLG-90192,NEC-B-C8D96DAF,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
GME-DUP-81545,GME-B-27DA7791,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
AHM-FLG-36033,AHM-B-C6F489CA,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
NEC-PIP-38775,NEC-B-55850D5A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
BUS-VLV-59883,BUS-B-047D6601,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
BUS-DUP-10686,BUS-B-C0442D7E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-PPE-10265,BUS-B-86840C1A,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
NEC-CBL-81437,NEC-B-406668D3,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
CPI-BRG-65340,CPI-B-07069120,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-BRG-40595,AHM-B-932D752B,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-67229,CPI-B-34048AC4,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-CFL-40192,BUS-B-6F2FB719,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
BUS-FLG-53092,BUS-B-9FD84240,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FLG
AHM-BRG-39514,AHM-B-CE66280A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-ELC-88826,AHM-B-E5BB0E82,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
NEC-PPE-89298,NEC-B-93F495E8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
GME-PIP-22867,GME-B-04CCC649,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PIP
GME-BRG-51419,GME-B-3FA0F2E3,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-BRG
CPI-BRG-86818,CPI-B-3A6DA841,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-30299,CPI-B-BCD9978B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
GME-GSK-34762,GME-B-13A56E31,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
AHM-PPE-31427,AHM-B-69D2AAE1,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PPE
BUS-FST-62483,BUS-B-B76D66F2,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
NEC-PMP-34103,NEC-B-90F571F3,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PMP
CPI-CFL-43281,CPI-B-796873D0,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
BUS-DUP-83803,BUS-B-65D64DB9,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
CPI-LUB-55587,CPI-B-A531C427,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
CPI-DUP-10504,CPI-B-79070054,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
AHM-FLG-12776,AHM-B-C336BBB8,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
AHM-PPE-51829,AHM-B-8DF9D9C1,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
BUS-BRG-41820,BUS-B-5E0F1075,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-BRG
BUS-FST-12988,BUS-B-048F8709,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
BUS-CFL-88941,BUS-B-80616DC0,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
GME-PIP-29919,GME-B-B69133A7,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
AHM-ELC-26979,AHM-B-1B41548A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-ELC
AHM-DUP-26631,AHM-B-BC969099,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
GME-DUP-53315,GME-B-C5C7E2FC,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
CPI-PMP-54346,CPI-B-7C8FF737,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PMP
CPI-PIP-20814,CPI-B-6FCBA241,NOT_EQUIVALENT,"Same category, critical attribute conflict",material_grade,CAT-PIP
CPI-CBL-40408,CPI-B-C8E24FF8,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
AHM-LUB-32557,AHM-B-3E75DB46,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
CPI-LUB-51262,CPI-B-6591C4D4,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
GME-LUB-76628,GME-B-0B7D19BD,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
AHM-DUP-95866,AHM-B-6BC22E07,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
BUS-BRG-98911,BUS-B-2AD85DD6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
NEC-GSK-41004,NEC-B-A6223F13,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
AHM-FLG-37549,AHM-B-DB524FF5,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
GME-FST-59746,GME-B-44977F3A,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
NEC-LUB-25787,NEC-B-0D72610A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
AHM-CFL-56874,AHM-B-850446C6,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
NEC-CBL-53528,NEC-B-B5274FC6,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
BUS-PPE-11271,BUS-B-23795768,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
BUS-FST-46002,BUS-B-071412AA,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
AHM-BRG-69733,AHM-B-C66F8202,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-81463,CPI-B-AB049DA0,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
GME-BRG-46480,GME-B-3EA3AEAF,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-INS-98115,AHM-B-0D58DDE6,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
BUS-CFL-62222,BUS-B-962ABE6F,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
CPI-PIP-46897,CPI-B-21B216DA,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PIP
AHM-VLV-46691,AHM-B-5A827D0F,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-VLV
CPI-PMP-76382,CPI-B-9CDEFBD7,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PMP
CPI-BRG-40622,CPI-B-CE1612FA,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-BRG
AHM-LUB-33606,AHM-B-85F1E0B3,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-LUB
CPI-INS-49521,CPI-B-89DD0D6A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
AHM-CBL-68641,AHM-B-EB945BC1,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
AHM-FST-22184,AHM-B-A62272C2,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FST
NEC-LUB-80949,NEC-B-FEB3BF6D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
NEC-VLV-19624,NEC-B-89DA816D,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
NEC-VLV-80596,NEC-B-2E127AFE,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-ELC-97548,CPI-B-ACF4C9C9,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
AHM-BRG-71910,AHM-B-476E85B7,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-CFL-51874,GME-B-342B878F,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PMP
NEC-DUP-72399,NEC-B-995349F9,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
AHM-DUP-47186,AHM-B-3A018A4A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-PPE-86181,CPI-B-F2B3FF63,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PPE
GME-INS-38031,GME-B-EE06D731,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-INS
CPI-INS-68637,CPI-B-FF3FB35E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-GSK-65245,AHM-B-532154FA,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-GSK
GME-BRG-16195,GME-B-79AFDB4E,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FLG-96653,AHM-B-81DB89BC,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FLG
CPI-FLG-32571,CPI-B-D9ECA88A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
BUS-LUB-38009,BUS-B-9FFBEC3B,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
NEC-LUB-91290,NEC-B-4340C26B,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
NEC-MTR-86615,NEC-B-2F2A8BC9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-MTR
GME-BRG-17936,GME-B-2D986699,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-CFL-73649,AHM-B-A1CD37D0,NOT_EQUIVALENT,"Same category, critical attribute conflict",voltage,CAT-MTR
